condition,drug,indication,type,reviews,effectiveness,ease_of_use,satisfaction,effectiveness_cat,ease_of_use_cat,satisfaction_cat,performance,weighted_performance,disease_class,review_category
Gastroesophageal Reflux Disease,Magnesium Hydroxide,On Label,OTC,7,4.0,5.0,4.25,medium,high,High,4.416666666666667,4.25,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Metoclopramide Hcl,On Label,RX,6,4.0,4.67,3.33,medium,high,Medium,4.0,4.0,Gastrointestinal,medium
Gastroesophageal Reflux Disease,"Calcium Carbonate-Mag Hydroxid, Dihydroxyaluminum Sod Carb",Off Label,OTC,6,4.33,5.0,4.67,high,high,Very High,4.666666666666667,4.532,Gastrointestinal,medium
Gastroesophageal Reflux Disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Magnesium Hydroxide,On Label,OTC,5,4.5,4.5,4.5,high,high,Very High,4.5,4.5,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Esomeprazole Magnesium,On Label,OTC,5,3.33,3.67,3.0,medium,medium,Low,3.3333333333333335,3.3320000000000003,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,OTC,4,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Metoclopramide Hcl,On Label,RX,4,3.67,4.67,3.33,medium,high,Medium,3.89,3.802,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Pantoprazole,On Label,RX,4,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,RX,4,3.0,3.0,2.5,low,low,Low,2.8333333333333335,2.9,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Erythromycin Stearate,Off Label,RX,4,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Famotidine,On Label,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,OTC,3,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Nizatidine,On Label,RX,3,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Erythromycin Ethylsuccinate,Off Label,RX,3,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Pantoprazole,On Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Famotidine,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Alum-Mag Hydroxide-Simeth,Off Label,OTC,2,5.0,4.0,2.0,high,medium,Very Low,3.6666666666666665,4.2,Gastrointestinal,low
Gastroesophageal Reflux Disease,Aluminum Hydroxide Gel,Off Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Magnesium Hydroxide,On Label,OTC,2,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Esomeprazole Strontium,On Label,RX,2,3.0,3.0,3.0,low,low,Low,3.0,3.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,2,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,RX,2,2.0,4.0,1.5,low,medium,Very Low,2.5,2.3,Gastrointestinal,low
Gastroesophageal Reflux Disease,Erythromycin Ethylsuccinate,Off Label,RX,2,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,OTC,2,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Gastrointestinal,low
Gastroesophageal Reflux Disease,Erythromycin,Off Label,RX,1,5.0,2.0,4.0,high,low,High,3.6666666666666665,4.2,Gastrointestinal,low
Gastroesophageal Reflux Disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,1,2.0,5.0,2.0,low,high,Very Low,3.0,2.6,Gastrointestinal,low
Gastroesophageal Reflux Disease,Al Hyd-Mg Tr-Alg Ac-Sod Bicarb,Off Label,OTC,1,3.0,3.0,1.0,low,low,Very Low,2.3333333333333335,2.6,Gastrointestinal,low
Gastroesophageal Reflux Disease,Aluminum Hydroxide Gel,Off Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate",Off Label,OTC,1,2.0,2.0,2.0,low,low,Very Low,2.0,2.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Magaldrate,Off Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Erythromycin Stearate,Off Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Famotidine,On Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gastrointestinal,low
Gastroesophageal Reflux Disease,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gastrointestinal,low
Gastroesophageal Reflux Disease,Magnesium Hydroxide,Off Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Al Hyd-Mg Tr-Alg Ac-Sod Bicarb,Off Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Cimetidine Hcl,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Lansoprazole,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Aluminum-Magnesium Hydroxide,Off Label,OTC,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Gastrointestinal,low
Gastroesophageal Reflux Disease,Erythromycin Ethylsuccinate,Off Label,RX,1,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Gastrointestinal,low
Gastroesophageal Reflux Disease,"Aluminum-Magnesium-Alginate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Gastrointestinal,low
Gastroesophageal Reflux Disease,"Calcium Carbonate-Mag Hydroxid, Calcium Carbonate, Dihydroxyaluminum Sod Carb",Off Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Erythromycin Ethylsuccinate,Off Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Erythromycin Ethylsuccinate,Off Label,RX,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,OTC,1,4.0,5.0,3.0,medium,high,Low,4.0,4.0,Gastrointestinal,low
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,RX,1,2.0,5.0,2.0,low,high,Very Low,3.0,2.6,Gastrointestinal,low
Genital Herpes Simplex,Valacyclovir,On Label,RX,350,4.29,4.6,4.15,high,high,High,4.346666666666667,4.324,Infectious Disease,high
Genital Herpes Simplex,Valacyclovir,On Label,RX,146,3.96,4.16,3.61,medium,high,High,3.91,3.93,Infectious Disease,high
Genital Herpes Simplex,Acyclovir,On Label,RX,47,4.25,3.5,3.75,high,medium,High,3.8333333333333335,4.0,Infectious Disease,high
Genital Herpes Simplex,Acyclovir,On Label,RX,39,3.17,4.09,3.17,medium,high,Medium,3.4766666666666666,3.3539999999999996,Infectious Disease,high
Genital Herpes Simplex,Acyclovir-Hydrocortisone,Off Label,RX,14,4.57,4.79,4.43,high,high,Very High,4.596666666666667,4.586,Infectious Disease,medium
Genital Herpes Simplex,Acyclovir Sodium,On Label,RX,9,2.0,3.0,1.67,low,low,Very Low,2.223333333333333,2.134,Infectious Disease,medium
Genital Herpes Simplex,Acyclovir,On Label,RX,7,3.67,4.0,4.0,medium,medium,High,3.89,3.8019999999999996,Infectious Disease,medium
Genital Herpes Simplex,Acyclovir Sodium,On Label,RX,3,5.0,4.5,5.0,high,high,Very High,4.833333333333333,4.9,Infectious Disease,medium
Genital Herpes Simplex,Acyclovir-Hydrocortisone,Off Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Gout,Meloxicam,Off Label,RX,894,3.44,4.26,3.15,medium,high,Medium,3.6166666666666667,3.546,Musculoskeletal,high
Gout,Celecoxib,Off Label,RX,745,3.85,4.47,3.46,medium,high,Medium,3.926666666666667,3.8960000000000004,Musculoskeletal,high
Gout,Naproxen,On Label,RX,740,2.82,3.7,2.42,low,medium,Low,2.98,2.916,Musculoskeletal,high
Gout,Meloxicam,Off Label,RX,732,3.4,4.13,3.09,medium,high,Medium,3.5399999999999996,3.484,Musculoskeletal,high
Gout,Diclofenac Sodium,Off Label,RX,595,3.67,4.19,3.33,medium,high,Medium,3.7300000000000004,3.706,Musculoskeletal,high
Gout,Indomethacin,On Label,RX,315,3.97,4.25,3.67,medium,high,High,3.9633333333333334,3.966,Musculoskeletal,high
Gout,Ibuprofen,Off Label,RX/OTC,271,3.37,3.98,3.13,medium,medium,Medium,3.4933333333333336,3.4439999999999995,Musculoskeletal,high
Gout,Diclofenac Sodium,Off Label,RX,259,3.9,4.31,3.61,medium,high,High,3.9399999999999995,3.924,Musculoskeletal,high
Gout,Etodolac,Off Label,RX,255,2.89,3.83,2.81,low,medium,Low,3.176666666666667,3.0620000000000003,Musculoskeletal,high
Gout,Naproxen Sodium,Off Label,OTC,186,3.5,4.24,3.13,medium,high,Medium,3.6233333333333335,3.5740000000000003,Musculoskeletal,high
Gout,Diclofenac-Misoprostol,Off Label,RX,186,3.84,4.01,3.35,medium,high,Medium,3.733333333333333,3.776,Musculoskeletal,high
Gout,Piroxicam,Off Label,RX,117,3.45,4.07,3.25,medium,high,Medium,3.59,3.534,Musculoskeletal,high
Gout,Naproxen Sodium,On Label,RX/OTC,104,3.12,4.23,2.73,medium,high,Low,3.36,3.2640000000000002,Musculoskeletal,high
Gout,Diclofenac-Misoprostol,Off Label,RX,103,4.52,4.64,4.05,high,high,High,4.403333333333333,4.449999999999999,Musculoskeletal,high
Gout,Diclofenac Potassium,Off Label,RX,90,3.95,4.45,3.7,medium,high,High,4.033333333333334,4.0,Musculoskeletal,high
Gout,Indomethacin,On Label,RX,82,4.22,4.41,4.06,high,high,High,4.2299999999999995,4.226,Musculoskeletal,high
Gout,Naproxen,On Label,RX,64,3.27,3.64,2.91,medium,medium,Low,3.2733333333333334,3.2720000000000002,Musculoskeletal,high
Gout,Oxaprozin,Off Label,RX,60,3.44,4.12,3.32,medium,high,Medium,3.626666666666667,3.552,Musculoskeletal,high
Gout,Mefenamic Acid,Off Label,RX,60,3.86,4.47,3.88,medium,high,High,4.07,3.9859999999999998,Musculoskeletal,high
Gout,Diclofenac Potassium,Off Label,RX,57,3.71,4.25,3.46,medium,high,Medium,3.8066666666666666,3.7680000000000002,Musculoskeletal,high
Gout,Oxaprozin,Off Label,RX,57,3.36,4.24,3.08,medium,high,Medium,3.56,3.48,Musculoskeletal,high
Gout,Piroxicam,Off Label,RX,54,4.32,4.2,3.72,high,high,High,4.08,4.176,Musculoskeletal,high
Gout,Ibuprofen-Famotidine,Off Label,RX,48,4.18,4.27,4.05,high,high,High,4.166666666666667,4.172,Musculoskeletal,high
Gout,Diclofenac Sodium,Off Label,RX,44,4.09,4.04,3.87,high,high,High,4.0,4.036,Musculoskeletal,high
Gout,Celecoxib,Off Label,RX,43,3.0,3.5,2.85,low,medium,Low,3.1166666666666667,3.0700000000000003,Musculoskeletal,high
Gout,Diclofenac Potassium,Off Label,RX,40,3.73,4.47,3.6,medium,high,High,3.933333333333333,3.8520000000000003,Musculoskeletal,high
Gout,Ibuprofen,Off Label,RX/OTC,29,3.64,4.18,3.64,medium,high,High,3.8200000000000003,3.748,Musculoskeletal,high
Gout,Ketoprofen,Off Label,RX,28,4.5,4.17,4.5,high,high,Very High,4.39,4.434,Musculoskeletal,high
Gout,Ibuprofen,Off Label,OTC,26,4.2,4.4,4.2,high,high,High,4.266666666666667,4.24,Musculoskeletal,high
Gout,Diclofenac-Misoprostol,Off Label,RX,24,3.85,4.15,3.08,medium,high,Medium,3.6933333333333334,3.7560000000000002,Musculoskeletal,high
Gout,Ibuprofen,Off Label,OTC,24,4.21,4.79,4.0,high,high,High,4.333333333333333,4.284,Musculoskeletal,high
Gout,Diflunisal,Off Label,RX,23,3.13,4.0,2.38,medium,medium,Low,3.17,3.154,Musculoskeletal,high
Gout,Naproxen Sodium,Off Label,RX,22,3.0,3.86,3.0,low,medium,Low,3.2866666666666666,3.172,Musculoskeletal,high
Gout,Fenoprofen,Off Label,RX,17,4.33,4.83,4.33,high,high,High,4.496666666666667,4.43,Musculoskeletal,medium
Gout,Ibuprofen,Off Label,OTC,16,4.75,5.0,4.75,high,high,Very High,4.833333333333333,4.8,Musculoskeletal,medium
Gout,Mefenamic Acid,Off Label,RX,16,3.44,4.22,3.44,medium,high,Medium,3.6999999999999997,3.596,Musculoskeletal,medium
Gout,Etodolac,Off Label,RX,15,4.0,4.88,4.13,medium,high,High,4.336666666666666,4.202,Musculoskeletal,medium
Gout,Diflunisal,Off Label,RX,12,4.67,4.67,4.67,high,high,Very High,4.67,4.67,Musculoskeletal,medium
Gout,Ibuprofen,Off Label,OTC,11,4.0,4.4,4.2,medium,high,High,4.2,4.12,Musculoskeletal,medium
Gout,Meclofenamate,Off Label,RX,11,3.86,4.43,3.86,medium,high,High,4.05,3.974,Musculoskeletal,medium
Gout,Flurbiprofen,Off Label,RX,10,4.5,4.33,3.83,high,high,High,4.22,4.332,Musculoskeletal,medium
Gout,Indomethacin,On Label,RX,10,4.4,4.6,4.2,high,high,High,4.3999999999999995,4.4,Musculoskeletal,medium
Gout,Naproxen Sodium,On Label,RX,9,3.33,3.67,3.0,medium,medium,Low,3.3333333333333335,3.3320000000000003,Musculoskeletal,medium
Gout,Ketoprofen,Off Label,RX,8,3.0,3.5,3.0,low,medium,Low,3.1666666666666665,3.1,Musculoskeletal,medium
Gout,Naproxen Sodium,Off Label,RX,7,4.33,4.33,4.33,high,high,High,4.33,4.33,Musculoskeletal,medium
Gout,Naproxen Sodium,Off Label,OTC,5,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Musculoskeletal,medium
Gout,Ketoprofen,Off Label,RX,5,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Gout,Naproxen Sodium,On Label,RX,5,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Musculoskeletal,medium
Gout,Flurbiprofen,Off Label,RX,4,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Gout,Tolmetin,Off Label,RX,4,5.0,4.5,5.0,high,high,Very High,4.833333333333333,4.9,Musculoskeletal,medium
Gout,Ibuprofen,Off Label,OTC,4,4.0,4.67,4.33,medium,high,High,4.333333333333333,4.2,Musculoskeletal,medium
Gout,Tolmetin,Off Label,RX,4,3.0,3.5,3.0,low,medium,Low,3.1666666666666665,3.1,Musculoskeletal,medium
Gout,Ibuprofen,Off Label,OTC,4,2.5,3.0,1.0,low,low,Very Low,2.1666666666666665,2.3000000000000003,Musculoskeletal,medium
Gout,Ketoprofen,Off Label,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,medium
Gout,Ibuprofen,Off Label,RX,3,4.5,4.5,4.0,high,high,High,4.333333333333333,4.3999999999999995,Musculoskeletal,medium
Gout,Naproxen Sodium,Off Label,OTC,3,3.5,4.0,3.0,medium,medium,Low,3.5,3.5000000000000004,Musculoskeletal,medium
Gout,Ibuprofen,Off Label,OTC,3,4.0,4.5,4.0,medium,high,High,4.166666666666667,4.1,Musculoskeletal,medium
Gout,Fenoprofen,Off Label,RX,2,3.0,5.0,2.0,low,high,Very Low,3.3333333333333335,3.1999999999999997,Musculoskeletal,low
Gout,Meclofenamate,Off Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,Naproxen Sodium,Off Label,OTC,2,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,"Acetaminophen-Pamabrom, Ibuprofen",Off Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,2,3.5,4.5,2.5,medium,high,Low,3.5,3.5,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,2,4.0,4.0,5.0,medium,medium,Very High,4.333333333333333,4.2,Musculoskeletal,low
Gout,Ketoprofen,Off Label,OTC,2,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Musculoskeletal,low
Gout,Ibuprofen,Off Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,Tolmetin,Off Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Musculoskeletal,low
Gout,"Pseudoephedrine-Ibuprofen, Ibuprofen",Off Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,1,4.0,3.0,3.0,medium,low,Low,3.3333333333333335,3.6,Musculoskeletal,low
Gout,Indomethacin,On Label,RX,1,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Musculoskeletal,low
Gout,Naproxen,Off Label,RX,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Musculoskeletal,low
Gout,Naproxen Sodium,Off Label,OTC,1,4.0,3.0,4.0,medium,low,High,3.6666666666666665,3.8,Musculoskeletal,low
Gout,Ibuprofen-Famotidine,Off Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,Ibuprofen,Off Label,RX,1,4.0,5.0,2.0,medium,high,Very Low,3.6666666666666665,3.8,Musculoskeletal,low
Gout,Indomethacin,On Label,RX,1,3.0,5.0,4.0,low,high,High,4.0,3.5999999999999996,Musculoskeletal,low
Gout,Ibuprofen,Off Label,RX,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Musculoskeletal,low
Gout,Fenoprofen,Off Label,RX,1,3.0,4.0,4.0,low,medium,High,3.6666666666666665,3.3999999999999995,Musculoskeletal,low
Gout,Naproxen Sodium,Off Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Musculoskeletal,low
Gout,Ibuprofen,Off Label,OTC,1,4.0,3.0,4.0,medium,low,High,3.6666666666666665,3.8,Musculoskeletal,low
Hemorrhoids,Hydrocortisone Acetate,On Label,RX,52,3.66,3.89,3.29,medium,medium,Medium,3.6133333333333333,3.632,Gastrointestinal,high
Hemorrhoids,Hydrocortisone,Off Label,RX/OTC,34,4.2,4.2,4.0,high,high,High,4.133333333333334,4.16,Gastrointestinal,high
Hemorrhoids,Hydrocortisone Acetate,On Label,RX,25,2.67,3.27,2.6,low,medium,Low,2.8466666666666662,2.776,Gastrointestinal,high
Hemorrhoids,Lidocaine,On Label,RX/OTC,21,3.31,3.75,3.25,medium,medium,Medium,3.436666666666667,3.3859999999999997,Gastrointestinal,high
Hemorrhoids,"Phenyleph-Shark Oil-Glyc-Pet, Phenyleph-Min Oil-Petrolatum, Cocoa Butter-Shark Liver Oil",On Label,OTC,20,2.75,3.56,2.63,low,medium,Low,2.9800000000000004,2.888,Gastrointestinal,high
Hemorrhoids,Lidocaine,On Label,OTC,18,4.4,4.8,4.4,high,high,Very High,4.533333333333333,4.48,Gastrointestinal,high
Hemorrhoids,"Hydrocortisone Acetate, Hydrocortison-Resor-Bismth-Zno, Hydrocortisone",On Label,RX,11,4.0,4.0,3.2,medium,medium,Medium,3.733333333333333,3.8400000000000003,Gastrointestinal,medium
Hemorrhoids,"Bismuth Subg-Balsam-Znox-Resor, Starch, Pramoxine-Mineral Oil-Zinc",On Label,OTC,9,3.5,3.5,3.75,medium,medium,High,3.5833333333333335,3.5500000000000003,Gastrointestinal,medium
Hemorrhoids,"Pramoxine-Calamine-Camphor, Pramoxine-Calamine",On Label,OTC,7,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Hemorrhoids,Phenylephrine-Witch Hazel,On Label,OTC,7,2.86,4.0,2.0,low,medium,Very Low,2.953333333333333,2.916,Gastrointestinal,medium
Hemorrhoids,Pramoxine,On Label,OTC,5,2.67,2.67,2.33,low,low,Low,2.5566666666666666,2.6020000000000003,Gastrointestinal,medium
Hemorrhoids,"Cocoa Butter-Zinc Oxide, Zinc Oxide",On Label,OTC,5,3.33,4.67,3.33,medium,high,Medium,3.776666666666667,3.598,Gastrointestinal,medium
Hemorrhoids,Phenyleph-Pramoxin-Glycr-W.Pet,On Label,OTC,5,2.2,3.2,1.8,low,medium,Very Low,2.4,2.3200000000000003,Gastrointestinal,medium
Hemorrhoids,Hydrocortisone,Off Label,RX,5,3.75,4.0,3.5,medium,medium,Medium,3.75,3.75,Gastrointestinal,medium
Hemorrhoids,Hydrocortisone Acetate,Off Label,OTC,5,2.4,3.6,2.4,low,medium,Low,2.8000000000000003,2.64,Gastrointestinal,medium
Hemorrhoids,Phenylephrine Hcl,On Label,OTC,3,3.0,3.0,1.0,low,low,Very Low,2.3333333333333335,2.6,Gastrointestinal,medium
Hemorrhoids,Pramoxine-Zinc Oxide,On Label,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Hemorrhoids,Hydrocortisone,Off Label,RX,2,4.0,3.0,3.0,medium,low,Low,3.3333333333333335,3.6,Gastrointestinal,low
Hemorrhoids,"Hydrocortisone Acetate, Bismuth Subg-Balsam-Znox-Resor",On Label,RX/OTC,2,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Hemorrhoids,Hydrocortisone Acetate,On Label,RX,2,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Gastrointestinal,low
Hemorrhoids,Lidocaine-Hydrocortisone-Aloe,On Label,RX,2,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Gastrointestinal,low
Hemorrhoids,"Starch, Pramoxine-Mineral Oil-Zinc",On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Hemorrhoids,"Phenylephrine Hcl, Bismuth Subg-Balsam-Znox-Resor",On Label,OTC,2,4.0,2.5,3.5,medium,low,Medium,3.3333333333333335,3.6,Gastrointestinal,low
Hemorrhoids,Phenylephrine-Cocoa Butter,On Label,OTC,2,3.0,4.0,5.0,low,medium,Very High,4.0,3.5999999999999996,Gastrointestinal,low
Hemorrhoids,Hydrocortisone,Off Label,RX,2,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gastrointestinal,low
Hemorrhoids,Lidocaine-Hydrocortisone-Aloe,On Label,RX,2,5.0,3.0,4.0,high,low,High,4.0,4.4,Gastrointestinal,low
Hemorrhoids,Pramoxine-Zinc Acetate,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Hemorrhoids,Lidocaine,On Label,OTC,1,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Gastrointestinal,low
Hemorrhoids,"Phenylephrine-Zinc Oxide, Phenylephrn-Pramoxine-Mo-W.Pet",On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Hemorrhoids,"Phenyleph-Shark Oil-Cocoa Butr, Skin Rsp Ftr-Srk Liv-Phenylmer, Phenyleph-Shark Liv Oil-Mo-Pet",On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Hemorrhoids,Lidocaine,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Hemorrhoids,Zinc Oxide,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Hemorrhoids,Hydrocortisone Acetate,Off Label,RX/OTC,1,2.0,4.0,2.0,low,medium,Very Low,2.6666666666666665,2.4,Gastrointestinal,low
Hemorrhoids,Pramoxine-Calamine,On Label,OTC,1,5.0,3.0,5.0,high,low,Very High,4.333333333333333,4.6,Gastrointestinal,low
Hemorrhoids,Phenyleph-Pramoxin-Glycr-W.Pet,On Label,OTC,1,4.0,4.0,5.0,medium,medium,Very High,4.333333333333333,4.2,Gastrointestinal,low
